date,budgetYear,description,amountUSD,srcOrganization,srcOrganizationTypes,srcLocations,srcUsageYearStart,srcUsageYearEnd,destPlan,destPlanCode,destPlanId,destOrganization,destOrganizationTypes,destGlobalClusters,destLocations,destProject,destProjectCode,destEmergency,destUsageYearStart,destUsageYearEnd,contributionType,flowType,method,boundary,onBoundary,status,firstReportedDate,decisionDate,keywords,originalAmount,originalCurrency,exchangeRate,id,refCode,createdAt,updatedAt
2026-02-16,2025,ESPOIR - INONDATIONS - PHASE UNIQUE - ESPOIR - CONTRIB ONG ESPOIR,45250,"Switzerland, Government of",Governments,CHE,2026,2026,Niger Besoins Humanitaires et Plan de Réponse 2026,HNER26,1513,National NGOs (Confidential),NGOs,Protection,NER,,,,2026,2026,financial,Standard,Cash transfer programming (CTP),outgoing,single,commitment,2026-02-11,2025-10-01,,36200,CHF,0.8,378167,7F-11629.01.01,2026-02-16,2026-02-16
2026-02-16,2025,ESPOIR - INONDATIONS - PHASE UNIQUE - ESPOIR - CONTRIB ONG GOULBI,34375,"Switzerland, Government of",Governments,CHE,2026,2026,Niger Besoins Humanitaires et Plan de Réponse 2026,HNER26,1513,National NGOs (Confidential),NGOs,Food Security,NER,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2025-10-01,,27500,CHF,0.8,378168,7F-11629.01.02,2026-02-16,2026-02-16
2026-02-16,2026,RECOPA MAZIDO - PHASE UNIQUE - RECOPA MAZIDO - ETUDE DE REFERENCE,40625,"Switzerland, Government of",Governments,CHE,2026,2026,,,,Private (individuals & organizations),Private Organizations,Food Security,NER,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2026-01-01,,32500,CHF,0.8,378169,7F-11524.01.04,2026-02-16,2026-02-19
2026-02-16,2025,ESPOIR - INONDATIONS - PHASE UNIQUE - ESPOIR - MANDAT AUDIT,18750,"Switzerland, Government of",Governments,CHE,2026,2026,,,,Private (individuals & organizations),Private Organizations,Food Security,NER,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2025-10-01,,15000,CHF,0.8,378171,7F-11629.01.03,2026-02-16,2026-02-19
2026-02-16,2024,Save the Children Durable Solutions,1250000,"Switzerland, Government of",Governments,CHE,2026,2026,Nigeria Humanitarian Needs and Response Plan 2026,HNGA26,1508,Save the Children,NGOs,Protection,NGA,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2024-12-01,,1000000,CHF,0.8,378176,7F-11105.01.01,2026-02-16,2026-02-16
2026-02-16,2024,Local Actors-Protect.children and youth - Local Actors-Tdh,137500,"Switzerland, Government of",Governments,CHE,2026,2026,Nigeria Humanitarian Needs and Response Plan 2026,HNGA26,1508,Terre des Hommes - Lausanne,NGOs,Protection - Child Protection,NGA,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2024-12-01,,110000,CHF,0.8,378180,7F-10976.01.01,2026-02-16,2026-02-16
2026-02-16,2024,"Nigeria, UNICEF Access to Reintegration",0,"Switzerland, Government of",Governments,CHE,2026,2026,,,,United Nations Children's Fund,Multilateral Organizations,,NGA,,,,2026,2026,financial,Parked,Traditional aid,outgoing,single,commitment,2026-02-11,2024-11-01,,0,CHF,0.8,378183,7F-10623.03.01,2026-02-16,2026-02-19
2026-02-16,2024,Local Actors-Protect.children and youth - Local Actors-CATAI,418750,"Switzerland, Government of",Governments,CHE,2026,2026,Nigeria Humanitarian Needs and Response Plan 2026,HNGA26,1508,National NGOs (Confidential),NGOs,Protection,NGA,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2024-12-01,,335000,CHF,0.8,378185,7F-10976.01.03,2026-02-16,2026-02-19
2026-02-16,2024,NIA INSO sec. info serv. for hum. actors,250000,"Switzerland, Government of",Governments,CHE,2026,2026,Nigeria Humanitarian Needs and Response Plan 2026,HNGA26,1508,International NGOs (Confidential),NGOs,Protection,NGA,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2024-09-15,,200000,CHF,0.8,378188,7F-09634.05.01,2026-02-16,2026-02-19
2026-02-16,2024,Local Actors-Protect.children and youth - Local Actors-LABDI,418750,"Switzerland, Government of",Governments,CHE,2026,2026,Nigeria Humanitarian Needs and Response Plan 2026,HNGA26,1508,National NGOs (Confidential),NGOs,Protection,NGA,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2024-12-01,,335000,CHF,0.8,378191,7F-10976.01.02,2026-02-16,2026-02-19
2026-02-16,2023,Support for Comm. Mental health in oPt - Ext Eval for Comm. Mental health in oPt,25000,"Switzerland, Government of",Governments,CHE,2026,2026,,,,Private (individuals & organizations),Private Organizations,Health,PSE,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2023-06-01,,20000,CHF,0.8,378224,7F-11700.01.02,2026-02-16,2026-02-16
2026-02-16,2022,Regional Protection and Migration Programme - PER: Tec Dialogue Protec Child UNHCR,19824,"Switzerland, Government of",Governments,CHE,2026,2026,Venezuela Regional Refugee and Migrant Response Plan (RMRP) 2026,RREG26b,1525,United Nations High Commissioner for Refugees,Multilateral Organizations,Early Recovery,PER,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2022-05-01,,15859,CHF,0.79999,378236,7F-10866.01.82,2026-02-16,2026-02-17
2026-02-16,2022,PERU: Fortalec.a Plataf. PrepyRptaINDECI - PERU & ECUA: WFP Contribution (fc 25-28),42144,"Switzerland, Government of",Governments,CHE,2026,2026,Venezuela Regional Refugee and Migrant Response Plan (RMRP) 2026,RREG26b,1525,World Food Programme,Multilateral Organizations,Early Recovery,PER,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2022-10-20,,33715,CHF,0.799995,378238,7F-10642.01.52,2026-02-16,2026-02-19
2026-02-16,2023,"PERU: EMERGENCY WATER SUPPLY LIMA - PER:Phase 1, EE & KM",62500,"Switzerland, Government of",Governments,CHE,2026,2026,Venezuela Regional Refugee and Migrant Response Plan (RMRP) 2026,RREG26b,1525,Private (individuals & organizations),Private Organizations,Early Recovery,PER,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2023-08-01,,50000,CHF,0.8,378240,7F-07275.01.02,2026-02-16,2026-02-19
2026-02-16,2023,"PERU: EMERGENCY WATER SUPPLY LIMA - PER:Phase 1, Backstopping",43750,"Switzerland, Government of",Governments,CHE,2026,2026,Venezuela Regional Refugee and Migrant Response Plan (RMRP) 2026,RREG26b,1525,Private (individuals & organizations),Private Organizations,Early Recovery,PER,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2023-08-01,,35000,CHF,0.8,378241,7F-07275.01.03,2026-02-16,2026-02-19
2026-02-16,2024,Adressing Climate a. ElNiño-related Risk - Climate and ElNiño-related Risks in SA,77500,"Switzerland, Government of",Governments,CHE,2026,2026,,,,National NGOs (Confidential),NGOs,Early Recovery,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2024-02-01,,62000,CHF,0.8,378252,7F-11321.01.51,2026-02-16,2026-02-19
2026-02-16,2024,Asien: Small Action Regional DRR - Asien: Small Actrion Regional DRR_hum,87500,"Switzerland, Government of",Governments,CHE,2026,2026,,,,Private (individuals & organizations),Private Organizations,Early Recovery,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2024-10-01,,70000,CHF,0.8,378253,7F-10002.03.92,2026-02-16,2026-02-19
2026-02-16,2022,Asien: Small Action Regional DRR - Scoping mission: recovery and resilence,21243,"Switzerland, Government of",Governments,CHE,2026,2026,,,,UN Agencies (Confidential),Multilateral Organizations,Early Recovery,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2022-03-31,,16994,CHF,0.799981,378257,7F-10002.02.60,2026-02-16,2026-02-19
2026-02-16,2025,"UNESCAP-TF Tsunami,Disaster&Climate AP",125000,"Switzerland, Government of",Governments,CHE,2026,2026,,,,UN Agencies (Confidential),Multilateral Organizations,Early Recovery,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2025-11-01,,100000,CHF,0.8,378259,7F-11645.01.01,2026-02-16,2026-02-18
2026-02-16,2024,"Forest Fire Risk Resilience (FiRe) - Phase 1, Contribution GIZ",62488,"Switzerland, Government of",Governments,CHE,2026,2026,,,,Deutsche Gesellschaft für Internationale Zusammenarbeit,Governments,Early Recovery,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2024-07-01,,49990,CHF,0.799994,378267,7F-11408.01.02,2026-02-16,2026-02-17
2026-02-16,2024,"Forest Fire Risk Resilience (FiRe) - Phase 1, Contribution FAO",62500,"Switzerland, Government of",Governments,CHE,2026,2026,,,,Food and Agriculture Organization of the United Nations,Multilateral Organizations,Early Recovery,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2024-07-01,,50000,CHF,0.8,378269,7F-11408.01.01,2026-02-16,2026-02-17
2026-02-16,2024,"Forest Fire Risk Resilience (FiRe) - Phase 1, AC FAO - Colombia",37500,"Switzerland, Government of",Governments,CHE,2026,2026,,,,Food and Agriculture Organization of the United Nations,Multilateral Organizations,Early Recovery,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2024-07-01,,30000,CHF,0.8,378270,7F-11408.01.51,2026-02-16,2026-02-17
2026-02-16,2024,PER: Multi-Hazard EWEA/AA Andes - Contribution CRE,100000,"Switzerland, Government of",Governments,CHE,2026,2026,,,,International Federation of Red Cross and Red Crescent Societies,Red Cross/Red Crescent Organizations,Early Recovery,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2024-11-15,,80000,CHF,0.8,378272,7F-11381.01.02,2026-02-16,2026-02-17
2026-02-16,2022,Regional Protection and Migration Programme - COL: HIAS - Pilot Protection Serv ASP,31602,"Switzerland, Government of",Governments,CHE,2026,2026,,,,UN Women,Multilateral Organizations,Protection,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2022-05-01,,25282,CHF,0.800013,378281,7F-10866.01.42,2026-02-16,2026-02-17
2026-02-16,2025,"Local Solutions for DRR in LAC, Phase 1 - AP1 Contribution UNHabitat",1300000,"Switzerland, Government of",Governments,CHE,2026,2026,,,,United Nations Human Settlements Programme (UN-HABITAT),Multilateral Organizations,Early Recovery,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2025-10-06,,1040000,CHF,0.8,378283,7F-11599.01.01,2026-02-16,2026-02-17
2026-02-16,2024,COL/BRAZIL CEJIL - small action credit - COL/BRA CC from human rights persp.,31875,"Switzerland, Government of",Governments,CHE,2026,2026,,,,National NGOs (Confidential),NGOs,Protection,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2024-03-05,,25500,CHF,0.8,378291,7F-11299.01.53,2026-02-16,2026-02-18
2026-02-16,2022,COL: Regional Protection Hub - COL/ECU: HIAS - Protection services Add,175000,"Switzerland, Government of",Governments,CHE,2026,2026,,,,International NGOs (Confidential),NGOs,Protection,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2022-05-01,,140000,CHF,0.8,378294,7F-10866.01.44,2026-02-16,2026-02-17
2026-02-16,2022,Regional Protection and Migration Programme - LAC: HIAS CO-PA-CR-GT,134512,"Switzerland, Government of",Governments,CHE,2026,2026,,,,International NGOs (Confidential),NGOs,Protection,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2022-05-01,,107610,CHF,0.800003,378295,7F-10866.01.43,2026-02-16,2026-02-17
2026-02-16,2024,PER: Multi-Hazard EWEA/AA Andes - Contribution PA,435000,"Switzerland, Government of",Governments,CHE,2026,2026,,,,International NGOs (Confidential),NGOs,Early Recovery,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2024-11-15,,348000,CHF,0.8,378297,7F-11381.01.01,2026-02-16,2026-02-17
2026-02-16,2022,Strengthening policy dialogue on DRR & RR of Andean countries - MPI Participation PolicyDialogue(PREDES),30771,"Switzerland, Government of",Governments,CHE,2026,2026,,,,National NGOs (Confidential),NGOs,Early Recovery,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2022-11-14,,24617,CHF,0.800006,378302,7F-06742.01.01,2026-02-16,2026-02-19
2026-02-16,2022,Regional Protection and Migration Programme - COL/ECU/PER: Gender-inclusive fintech,97926,"Switzerland, Government of",Governments,CHE,2026,2026,,,,Private (individuals & organizations),Private Organizations,Protection,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2022-05-01,,78341,CHF,0.800002,378308,7F-10866.01.61,2026-02-16,2026-02-17
2026-02-16,2024,PER: Multi-Hazard EWEA/AA Andes - External Evaluation,75000,"Switzerland, Government of",Governments,CHE,2026,2026,,,,Private (individuals & organizations),Private Organizations,Early Recovery,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2024-11-15,,60000,CHF,0.8,378310,7F-11381.01.04,2026-02-16,2026-02-17
2026-02-16,2024,REG Programme Protection & Forced Displa - REG NRC Prot.& Forced Displace. Ph1,1625000,"Switzerland, Government of",Governments,CHE,2026,2026,,,,Norwegian Refugee Council,NGOs,Protection,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2024-11-15,,1300000,CHF,0.8,378324,7F-11429.01.01,2026-02-16,2026-02-18
2026-02-16,2024,REG Programme Protection & Forced Displa - REG NRC Prot.& Forced Displace. Ph1 AC,420319,"Switzerland, Government of",Governments,CHE,2026,2026,,,,Norwegian Refugee Council,NGOs,Protection,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2024-11-15,,336255,CHF,0.8,378325,7F-11429.01.02,2026-02-16,2026-02-18
2026-02-16,2022,Nordafrika Remotecoders IT Talents 22-25 - Nordafrika Remotecoders Add. Credit 2025,62500,"Switzerland, Government of",Governments,CHE,2026,2026,,,,National NGOs (Confidential),NGOs,"Protection - Housing, Land and Property",,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2022-01-01,,50000,CHF,0.8,378334,7F-10895.01.05,2026-02-16,2026-02-19
2026-02-16,2019,Horn of Africa: Framework for Risk Governance and Adaptive Programming (FRAP) - HoA NGO Safety Programme INSO HA AC,105000,"Switzerland, Government of",Governments,CHE,2026,2026,,,,International NGOs (Confidential),NGOs,Logistics,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2019-09-15,,84000,CHF,0.8,378337,7F-10324.01.23,2026-02-16,2026-02-19
2026-02-16,2022,"HoA: SGBV 2022-2034 - HoA: GBV Main Credit Phase I, PI",1100000,"Switzerland, Government of",Governments,CHE,2026,2026,,,,National NGOs (Confidential),NGOs,Protection - Gender-Based Violence,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2022-03-01,,880000,CHF,0.8,378339,7F-10875.01.05,2026-02-16,2026-02-19
2026-02-16,2024,"SSD: FCDO, Conflict Analysis Fund-CAPAF",50000,"Switzerland, Government of",Governments,CHE,2026,2026,,,,"Switzerland, Government of",Governments,Protection,SSD,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2024-11-01,,40000,CHF,0.8,378437,7F-11370.01.01,2026-02-16,2026-02-17
2026-02-16,2024,"SSD: FCDO, Conflict Analysis Fund-CAPAF - SSD: Saferworld, Partner Risk Assessment",37500,"Switzerland, Government of",Governments,CHE,2026,2026,,,,"Switzerland, Government of",Governments,Protection,SSD,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2024-11-01,,30000,CHF,0.8,378438,7F-11370.01.02,2026-02-16,2026-02-17
2026-02-16,2025,"SUD, SRK, MPCA North Kordofan",137500,"Switzerland, Government of",Governments,CHE,2026,2026,,,,Swiss Red Cross,Red Cross/Red Crescent Organizations,Protection,SDN,,,,2026,2026,financial,Standard,Cash transfer programming (CTP),outgoing,single,commitment,2026-02-11,2025-05-01,,110000,CHF,0.8,378461,7F-11607.01.01,2026-02-16,2026-02-16
2026-02-16,2025,"SUD, UNDP Strenght. resilience East SUD",1500000,"Switzerland, Government of",Governments,CHE,2026,2026,Sudan Humanitarian Needs and Response Plan 2026,HSDN26,1514,United Nations Development Programme,Multilateral Organizations,Food Security,SDN,,,,2026,2026,financial,Standard,Cash transfer programming (CTP),outgoing,single,commitment,2026-02-11,2025-07-01,,1200000,CHF,0.8,378464,7F-11550.01.01,2026-02-16,2026-02-16
2026-02-16,2025,"SUD, UNDP Durable Solutions Unit",500000,"Switzerland, Government of",Governments,CHE,2026,2026,Sudan Humanitarian Needs and Response Plan 2026,HSDN26,1514,United Nations Development Programme,Multilateral Organizations,Protection,SDN,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2025-01-01,,400000,CHF,0.8,378465,7F-11032.02.01,2026-02-16,2026-02-16
2026-02-16,2024,Aga Khan Foundation - SYR GOS AKF Tamkeen Project II *old*,600000,"Switzerland, Government of",Governments,CHE,2026,2026,Syrian Arab Republic Humanitarian Response Priorities 2026,HSYR26,1518,Aga Khan Foundation,NGOs,Education,SYR,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2024-11-01,,480000,CHF,0.8,378615,7F-10311.02.01,2026-02-16,2026-02-17
2026-02-16,2025,SYR GoS Caritas LIFE II - SYR GoS Caritas LIFE II *old*,1100000,"Switzerland, Government of",Governments,CHE,2026,2026,Syrian Arab Republic Humanitarian Response Priorities 2026,HSYR26,1518,Caritas Switzerland,NGOs,"Protection - Housing, Land and Property",SYR,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2025-03-01,,880000,CHF,0.8,378624,7F-11006.02.01,2026-02-16,2026-02-17
2026-02-16,2024,SYR HI  protective response - SYR HI Resilient hum. assi. Prot *old*,375000,"Switzerland, Government of",Governments,CHE,2026,2026,Syrian Arab Republic Humanitarian Response Priorities 2026,HSYR26,1518,Handicap International - Humanity & Inclusion,NGOs,Protection,SYR,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2024-08-01,,300000,CHF,0.8,378627,7F-08519.07.01,2026-02-16,2026-02-17
2026-02-16,2024,SYR HI Resilient humanitarian assistance - SYR HI Resilient HA - AC *old*,250000,"Switzerland, Government of",Governments,CHE,2026,2026,Syrian Arab Republic Humanitarian Response Priorities 2026,HSYR26,1518,Handicap International - Humanity & Inclusion,NGOs,Protection,SYR,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2024-08-01,,200000,CHF,0.8,378628,7F-08519.07.02,2026-02-16,2026-02-17
2026-02-16,2025,SYR HEKS/EPER Multi Sector interventions - SYR HEKS/EPER Multi Sector interv. *old*,1500000,"Switzerland, Government of",Governments,CHE,2026,2026,Syrian Arab Republic Humanitarian Response Priorities 2026,HSYR26,1518,HEKS - Hilfswerk der Evangelischen Kirchen Schweiz,NGOs,Food Security,SYR,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2026-02-11,2025-09-01,,1200000,CHF,0.8,378630,7F-11601.01.01,2026-02-16,2026-02-17
